Unnamed: 0,speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_4,cluster_5,cluster_0,cluster_11,cluster_2,cluster_1,cluster_17,cluster_3,cluster_14,cluster_10,cluster_8,cluster_16,cluster_7,cluster_13,cluster_15,cluster_6,cluster_18,cluster_12,cluster_9,cluster_4_p,cluster_5_p,cluster_0_p,cluster_11_p,cluster_2_p,cluster_1_p,cluster_17_p,cluster_3_p,cluster_14_p,cluster_10_p,cluster_8_p,cluster_16_p,cluster_7_p,cluster_13_p,cluster_15_p,cluster_6_p,cluster_18_p,cluster_12_p,cluster_9_p,n
152835,67076241,670248805,NICHOLSON,SAMUEL,S,CO,M,R,,voting,19220524,1859-02-22,1859,1922,63,2.5569491695472265e-10,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
152839,67076241,670248813,NICHOLSON,SAMUEL,S,CO,M,R,,voting,19220524,1859-02-22,1859,1922,63,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,10
152845,67076241,670248825,NICHOLSON,SAMUEL,S,CO,M,R,,voting,19220524,1859-02-22,1859,1922,63,2.5679295805084644e-12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
152859,67073781,670248843,TOWNSEND,CHARLES,S,MI,M,R,,voting,19220524,1856-08-15,1856,1922,66,0.0,20,1,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0.6666666666666666,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
152863,67073781,670248847,TOWNSEND,CHARLES,S,MI,M,R,,voting,19220524,1856-08-15,1856,1922,66,0.0,15,5,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0.5,0.16666666666666666,0.0,0.0,0.13333333333333333,0.03333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
152868,67073781,670248852,TOWNSEND,CHARLES,S,MI,M,R,,voting,19220524,1856-08-15,1856,1922,66,0.0,22,3,3,3,8,3,1,0,0,0,0,0,0,0,8,0,9,0,0,0.36666666666666664,0.05,0.05,0.05,0.13333333333333333,0.05,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.15,0.0,0.0,60
152871,67076241,670248855,NICHOLSON,SAMUEL,S,CO,M,R,,voting,19220524,1859-02-22,1859,1922,63,0.0100199362011665,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
152874,67073781,670248858,TOWNSEND,CHARLES,S,MI,M,R,,voting,19220524,1856-08-15,1856,1922,66,0.0,5,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
152909,67073071,670248896,FRELINGHUYSEN,JOSEPH,S,NJ,M,R,,voting,19220524,1869-03-12,1869,1922,53,0.0,25,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
152915,67073071,670248905,FRELINGHUYSEN,JOSEPH,S,NJ,M,R,,voting,19220524,1869-03-12,1869,1922,53,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
152927,67073071,670248918,FRELINGHUYSEN,JOSEPH,S,NJ,M,R,,voting,19220524,1869-03-12,1869,1922,53,0.0003965037620098,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
152935,67073071,670248926,FRELINGHUYSEN,JOSEPH,S,NJ,M,R,,voting,19220524,1869-03-12,1869,1922,53,0.0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
152973,67077901,670248975,HEFLIN,JAMES,S,AL,M,D,,voting,19220524,1869-04-09,1869,1922,53,0.0,17,6,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5666666666666667,0.2,0.16666666666666666,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
152975,67073781,670248978,TOWNSEND,CHARLES,S,MI,M,R,,voting,19220524,1856-08-15,1856,1922,66,0.0,31,3,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.775,0.075,0.05,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.025,0.0,0.0,0.0,40
327968,67088511,670248979,WALSH,DAVID,S,MA,M,D,,voting,19220524,1872-11-11,1872,1922,50,0.0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
153020,67073411,670249066,MCCUMBER,PORTER,S,ND,M,R,,voting,19220524,1858-02-03,1858,1922,64,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
153022,67073781,670249069,TOWNSEND,CHARLES,S,MI,M,R,,voting,19220524,1856-08-15,1856,1922,66,0.0011504017158918,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
153026,67073781,670249073,TOWNSEND,CHARLES,S,MI,M,R,,voting,19220524,1856-08-15,1856,1922,66,3.9745866270867927e-11,27,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
153035,67076241,670249082,NICHOLSON,SAMUEL,S,CO,M,R,,voting,19220524,1859-02-22,1859,1922,63,1.7264361185004085e-19,2,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
153087,67079101,670249154,SMOOT,REED,S,UT,M,R,,voting,19220524,1862-01-10,1862,1922,60,4.300264325838845e-09,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
311887,67082331,670249155,WALSH,THOMAS,S,MT,M,D,,voting,19220524,1859-06-12,1859,1922,63,2.212130941829823e-11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
153088,67073451,670249156,MYERS,HENRY,S,MT,M,D,,voting,19220524,1862-10-09,1862,1922,60,3.094609151782744e-07,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
153089,67073451,670249158,MYERS,HENRY,S,MT,M,D,,voting,19220524,1862-10-09,1862,1922,60,0.0058002669254983,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
153116,67073781,670249214,TOWNSEND,CHARLES,S,MI,M,R,,voting,19220524,1856-08-15,1856,1922,66,4.1785579908647303e-23,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,10
311899,67082331,670249222,WALSH,THOMAS,S,MT,M,D,,voting,19220524,1859-06-12,1859,1922,63,0.0,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
153131,67083031,670249242,FLETCHER,DUNCAN,S,FL,M,D,,voting,19220524,1859-01-06,1859,1922,63,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
156006,67076661,670253643,UNDERWOOD,OSCAR,S,AL,M,D,,voting,19220529,1862-05-06,1862,1922,60,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
176639,67079081,670287560,SHORTRIDGE,SAMUEL,S,CA,M,R,,voting,19220712,1861-08-03,1861,1922,61,0.0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
189719,67074741,670307345,NEWBERRY,TRUMAN,S,MI,M,R,,voting,19220817,1864-11-05,1864,1922,58,0.0,94,12,2,23,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0.6714285714285714,0.08571428571428572,0.014285714285714285,0.16428571428571428,0.03571428571428571,0.007142857142857143,0.0,0.0,0.007142857142857143,0.0,0.0,0.007142857142857143,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.0,140
189720,67074741,670307346,NEWBERRY,TRUMAN,S,MI,M,R,,voting,19220817,1864-11-05,1864,1922,58,0.0,54,0,3,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7714285714285715,0.0,0.04285714285714286,0.1,0.02857142857142857,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
189731,67078171,670307361,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19220817,1854-01-20,1854,1922,68,1.1815065152640664e-08,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
189732,67076241,670307362,NICHOLSON,SAMUEL,S,CO,M,R,,voting,19220817,1859-02-22,1859,1922,63,0.0,15,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.75,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
189733,67078171,670307363,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19220817,1854-01-20,1854,1922,68,5.195225201747631e-10,6,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.15,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
189736,67076241,670307366,NICHOLSON,SAMUEL,S,CO,M,R,,voting,19220817,1859-02-22,1859,1922,63,1.8923034126259627e-18,4,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
189739,67078171,670307369,SIMMONS,FURNIFOLD,S,NC,M,D,,voting,19220817,1854-01-20,1854,1922,68,7.854318319591064e-13,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
189740,67076241,670307370,NICHOLSON,SAMUEL,S,CO,M,R,,voting,19220817,1859-02-22,1859,1922,63,0.0,25,3,0,1,0,2,1,1,0,0,0,0,0,0,7,0,0,0,0,0.625,0.075,0.0,0.025,0.0,0.05,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,40
189749,67074741,670307391,NEWBERRY,TRUMAN,S,MI,M,R,,voting,19220817,1864-11-05,1864,1922,58,5.6672730828320845e-09,5,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
189753,67078761,670307400,GOODING,FRANK,S,ID,M,R,,voting,19220817,1859-09-16,1859,1922,63,0.0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
189758,67073411,670307410,MCCUMBER,PORTER,S,ND,M,R,,voting,19220817,1858-02-03,1858,1922,64,0.0,26,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8666666666666667,0.0,0.1,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
201262,67079101,670325906,SMOOT,REED,S,UT,M,R,,voting,19220919,1862-01-10,1862,1922,60,0.0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
201276,67079101,670325921,SMOOT,REED,S,UT,M,R,,voting,19220919,1862-01-10,1862,1922,60,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
201284,67079101,670325930,SMOOT,REED,S,UT,M,R,,voting,19220919,1862-01-10,1862,1922,60,0.0001054358343146,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
201294,67079101,670325940,SMOOT,REED,S,UT,M,R,,voting,19220919,1862-01-10,1862,1922,60,0.0,63,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.9,0.04285714285714286,0.0,0.0,0.014285714285714285,0.0,0.0,0.02857142857142857,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
5617,70079101,700010228,SMOOT,REED,S,UT,M,R,,voting,19280109,1862-01-10,1862,1928,66,0.0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5621,70078591,700010235,CARAWAY,THADDEUS,S,AR,M,D,,voting,19280109,1871-10-17,1871,1928,57,0.0828559211912846,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
5622,70078591,700010236,CARAWAY,THADDEUS,S,AR,M,D,,voting,19280109,1871-10-17,1871,1928,57,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
8581,70079081,700014961,SHORTRIDGE,SAMUEL,S,CA,M,R,,voting,19280116,1861-08-03,1861,1928,67,0.0,7,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
80904,70079101,700136352,SMOOT,REED,S,UT,M,R,,voting,19290102,1862-01-10,1862,1929,67,0.0,22,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
80909,70079101,700136358,SMOOT,REED,S,UT,M,R,,voting,19290102,1862-01-10,1862,1929,67,3.403636301976672e-07,16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
80912,70079101,700136362,SMOOT,REED,S,UT,M,R,,voting,19290102,1862-01-10,1862,1929,67,0.0255916463703108,1,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
124847,70082651,700136389,BLACK,HUGO,S,AL,M,D,,voting,19290102,1886-02-27,1886,1929,43,0.0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
124852,70082651,700136400,BLACK,HUGO,S,AL,M,D,,voting,19290102,1886-02-27,1886,1929,43,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
124863,70082651,700136420,BLACK,HUGO,S,AL,M,D,,voting,19290102,1886-02-27,1886,1929,43,7.916767391599884e-10,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
124864,70082651,700136422,BLACK,HUGO,S,AL,M,D,,voting,19290102,1886-02-27,1886,1929,43,1.9925721873044037e-05,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
124867,70085521,700136430,HARRISON,BYRON,S,MS,M,D,,voting,19290102,1881-08-29,1881,1929,48,0.0001390873942106,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
77247,71080941,710120553,COUZENS,JAMES,S,MI,M,R,,voting,19300211,1872-08-26,1872,1930,58,0.0,2,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
218752,71082651,710123217,BLACK,HUGO,S,AL,M,D,,voting,19300214,1886-02-27,1886,1930,44,0.0,13,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.65,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,20
218753,71082651,710123221,BLACK,HUGO,S,AL,M,D,,voting,19300214,1886-02-27,1886,1930,44,0.0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
218757,71082651,710123229,BLACK,HUGO,S,AL,M,D,,voting,19300214,1886-02-27,1886,1930,44,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
79136,71080941,710123299,COUZENS,JAMES,S,MI,M,R,,voting,19300214,1872-08-26,1872,1930,58,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
79138,71079081,710123304,SHORTRIDGE,SAMUEL,S,CA,M,R,,voting,19300214,1861-08-03,1861,1930,69,4.165550986215167e-20,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
218784,71079221,710123311,WATSON,JAMES,S,IN,M,R,,voting,19300214,1864-11-02,1864,1930,66,2.7469624234846052e-05,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
218785,71082651,710123312,BLACK,HUGO,S,AL,M,D,,voting,19300214,1886-02-27,1886,1930,44,0.0001414025595975,11,0,2,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0.55,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
