Unnamed: 0,speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_14,cluster_8,cluster_12,cluster_0,cluster_5,cluster_9,cluster_7,cluster_2,cluster_3,cluster_4,cluster_1,cluster_6,cluster_11,cluster_10,cluster_13,cluster_14_p,cluster_8_p,cluster_12_p,cluster_0_p,cluster_5_p,cluster_9_p,cluster_7_p,cluster_2_p,cluster_3_p,cluster_4_p,cluster_1_p,cluster_6_p,cluster_11_p,cluster_10_p,cluster_13_p,n
70358,45047320,450103066,GOODE,JOHN,H,VA,M,D,2.0,voting,18790122,1829-05-27,1829,1879,50,0.0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
70364,45046380,450103072,PRIDEMORE,AUBURN,H,VA,M,D,9.0,voting,18790122,1837-06-27,1837,1879,42,0.0,2,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
76348,45047320,450112369,GOODE,JOHN,H,VA,M,D,2.0,voting,18790213,1829-05-27,1829,1879,50,0.0,1,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0.1,0.0,0.6,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
6398,46049840,460008839,DEUSTER,PETER,H,WI,M,D,4.0,voting,18790421,1831-02-13,1831,1879,48,0.0,0,1,6,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.1,0.6,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7180,46048060,460009870,ATHERTON,GIBSON,H,OH,M,D,14.0,voting,18790423,1831-01-19,1831,1879,48,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
7611,46047630,460010391,OSMER,JAMES,H,PA,M,R,27.0,voting,18790424,1832-01-23,1832,1879,47,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
35290,46045891,460050532,FERRY,THOMAS,S,MI,M,R,,voting,18800128,1827-06-10,1827,1880,53,0.0,0,2,4,0,0,1,0,3,0,0,0,0,0,0,0,0.0,0.2,0.4,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
120666,46049470,460061544,WOOD,FERNANDO,H,NY,M,D,9.0,voting,18800303,1812-06-14,1812,1880,68,0.0,3,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0.3,0.1,0.2,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
69496,46049560,460098857,BELFORD,JAMES,H,CO,M,R,1.0,voting,18800513,1837-09-28,1837,1880,43,0.0,3,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0.3,0.0,0.2,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
138963,46047240,460148931,FARR,EVARTS,H,NH,M,R,3.0,voting,18810208,1840-10-10,1840,1881,41,0.0,1,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9219,47054120,470016037,DUNNELL,MARK,H,MN,M,R,1.0,voting,18820125,1823-07-02,1823,1882,59,0.0,1,1,10,5,1,9,0,3,0,0,0,0,0,0,0,0.03333333333333333,0.03333333333333333,0.3333333333333333,0.16666666666666666,0.03333333333333333,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
9223,47049330,470016042,TYLER,JAMES,H,VT,M,R,2.0,voting,18820125,1835-04-27,1835,1882,47,0.0,1,3,1,2,0,2,0,1,0,0,0,0,0,0,0,0.1,0.3,0.1,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
13084,47054080,470022227,DIBBLE,SAMUEL,H,SC,M,D,2.0,voting,18820208,1837-09-16,1837,1882,45,0.0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
13089,47056950,470022232,BELTZHOOVER,FRANK,H,PA,M,D,19.0,voting,18820208,1841-11-06,1841,1882,41,0.0,0,2,2,3,0,1,2,0,0,0,0,0,0,0,0,0.0,0.2,0.2,0.3,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
85511,47049981,470130810,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18821207,1832-06-11,1832,1882,50,0.0,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
85533,47049981,470130835,GARLAND,AUGUSTUS,S,AR,M,D,,voting,18821207,1832-06-11,1832,1882,50,0.0,0,1,3,2,0,3,0,1,0,0,0,0,0,0,0,0.0,0.1,0.3,0.2,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
103868,47063521,470157770,MORGAN,JOHN,S,AL,M,D,,voting,18830125,1824-06-20,1824,1883,59,0.0,1,0,1,0,0,6,1,0,0,0,1,0,0,0,0,0.1,0.0,0.1,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
104006,47052320,470158026,WELLBORN,OLIN,H,TX,M,D,3.0,voting,18830125,1843-06-18,1843,1883,40,0.0,2,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0.2,0.4,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
142407,47048560,470158027,HILL,JOHN,H,NJ,M,R,5.0,voting,18830125,1821-06-10,1821,1883,62,0.0,1,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
156475,47053990,470158033,COX,SAMUEL,H,NY,M,D,6.0,voting,18830125,1824-09-30,1824,1883,59,0.0,3,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0.3,0.0,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
107817,47049840,470163591,DEUSTER,PETER,H,WI,M,D,4.0,voting,18830131,1831-02-13,1831,1883,52,0.0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
49341,48049381,480076610,VAN WYCK,CHARLES,S,NE,M,R,,voting,18840617,1824-05-10,1824,1884,60,0.0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
1946,49052681,490003025,EDMUNDS,GEORGE,S,VT,M,R,,voting,18851217,1828-02-01,1828,1885,57,0.0,1,3,3,0,0,0,1,2,0,0,0,0,0,0,0,0.1,0.3,0.3,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4428,49053800,490007256,BUTTERWORTH,BENJAMIN,H,OH,M,R,1.0,voting,18860119,1837-10-22,1837,1886,49,0.0,0,0,6,0,0,3,0,0,1,0,0,0,0,0,0,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
105635,49056701,490008731,VOORHEES,DANIEL,S,IN,M,D,,voting,18860126,1827-09-26,1827,1886,59,0.0,3,1,4,7,0,4,0,1,0,0,0,0,0,0,0,0.15,0.05,0.2,0.35,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
5323,49051401,490008735,EVARTS,WILLIAM,S,NY,M,R,,voting,18860126,1818-02-06,1818,1886,68,0.0,0,0,9,2,0,2,7,0,0,0,0,0,0,0,0,0.0,0.0,0.45,0.1,0.0,0.1,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
6687,49053760,490011023,BROWNE,THOMAS,H,IN,M,R,6.0,voting,18860202,1829-04-19,1829,1886,57,0.0,0,1,4,1,0,3,0,1,0,0,0,0,0,0,0,0.0,0.1,0.4,0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
10837,49055661,490017273,CALL,WILKINSON,S,FL,M,D,,voting,18860219,1834-01-09,1834,1886,52,0.0,2,1,1,3,0,2,0,1,0,0,0,0,0,0,0,0.2,0.1,0.1,0.3,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
75090,49063271,490116009,HOAR,GEORGE,S,MA,M,R,,voting,18860820,1826-08-29,1826,1886,60,0.0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
94006,49050471,490144959,PALMER,THOMAS,S,MI,M,R,,voting,18870216,1830-01-25,1830,1887,57,0.0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
66605,50051401,500102091,EVARTS,WILLIAM,S,NY,M,R,,voting,18880808,1818-02-06,1818,1888,70,0.0,1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0.1,0.4,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
134818,50061251,500172364,MORRILL,JUSTIN,S,VT,M,R,,voting,18890218,1810-04-14,1810,1889,79,0.0,0,0,7,1,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
7127,51056681,510011342,VANCE,ZEBULON,S,NC,M,D,,voting,18900130,1830-05-13,1830,1890,60,0.0,0,1,5,1,0,3,0,0,0,0,0,0,0,0,0,0.0,0.1,0.5,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
12468,51057491,510019323,FAULKNER,CHARLES,S,WV,M,D,,voting,18900224,1847-09-21,1847,1890,43,0.0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
30611,51055330,510046677,YODER,SAMUEL,H,OH,M,D,4.0,voting,18900419,1841-08-16,1841,1890,49,0.0,1,2,3,0,0,1,0,3,0,0,0,0,0,0,0,0.1,0.2,0.3,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
43653,51051401,510066595,EVARTS,WILLIAM,S,NY,M,R,,voting,18900521,1818-02-06,1818,1890,72,0.0,0,0,4,1,1,3,0,1,0,0,0,0,0,0,0,0.0,0.0,0.4,0.1,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
85973,51055351,510132039,CARLISLE,JOHN,S,KY,M,D,,voting,18900823,1834-09-05,1834,1890,56,0.0,0,0,3,4,0,1,0,2,0,0,0,0,0,0,0,0.0,0.0,0.3,0.4,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
110664,51053911,510171514,COKE,RICHARD,S,TX,M,D,,voting,18901218,1829-03-13,1829,1890,61,0.0,2,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0.2,0.0,0.1,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
162680,51064931,510172983,SPOONER,JOHN,S,WI,M,R,,voting,18901220,1843-01-06,1843,1890,47,0.0,0,0,7,0,0,1,0,2,0,0,0,0,0,0,0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
107645,52062031,520064930,DAVIS,CUSHMAN,S,MN,M,R,,voting,18920523,1838-06-16,1838,1892,54,0.0,0,0,1,6,0,0,1,2,0,0,0,0,0,0,0,0.0,0.0,0.1,0.6,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
52252,52056331,520078164,PALMER,JOHN,S,IL,M,D,,voting,18920615,1817-09-13,1817,1892,75,0.0,2,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0.2,0.1,0.2,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
123866,52054491,520126215,MANDERSON,CHARLES,S,NE,M,R,,voting,18930203,1837-02-09,1837,1893,56,0.0,2,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0.2,0.0,0.4,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
110815,52062031,520127101,DAVIS,CUSHMAN,S,MN,M,R,,voting,18930204,1838-06-16,1838,1893,55,0.0,0,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.5,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
98196,52062871,520147451,BLACKBURN,JOSEPH,S,KY,M,D,,voting,18930227,1838-10-01,1838,1893,55,0.0,3,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0.3,0.0,0.2,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
139218,53062031,530033894,DAVIS,CUSHMAN,S,MN,M,R,,voting,18931102,1838-06-16,1838,1893,55,0.0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
139222,53062031,530033902,DAVIS,CUSHMAN,S,MN,M,R,,voting,18931102,1838-06-16,1838,1893,55,0.0,1,0,1,4,0,2,0,2,0,0,0,0,0,0,0,0.1,0.0,0.1,0.4,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
163915,53060320,530050526,WILSON,GEORGE,H,OH,M,R,7.0,voting,18940123,1840-02-22,1840,1894,54,0.0,0,1,3,2,0,4,0,0,0,0,0,0,0,0,0,0.0,0.1,0.3,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
167180,53058740,530081572,WRIGHT,MYRON,H,PA,M,R,15.0,voting,18940331,1847-06-12,1847,1894,47,0.0,6,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0.6,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
55317,53056970,530090791,BLAIR,HENRY,H,NH,M,R,1.0,voting,18940421,1834-12-06,1834,1894,60,0.0,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
90507,53057090,530151587,BRYAN,WILLIAM,H,NE,M,D,1.0,voting,18940714,1860-03-19,1860,1894,34,0.0,2,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
107272,53066581,530179735,CULLOM,SHELBY,S,IL,M,R,,voting,18941220,1829-11-22,1829,1894,65,0.0,0,2,5,1,0,1,0,1,0,0,0,0,0,0,0,0.0,0.2,0.5,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
107414,53057480,530179956,EVERETT,WILLIAM,H,MA,M,D,7.0,voting,18941220,1839-10-10,1839,1894,55,0.0,1,0,3,13,0,0,1,2,0,0,0,0,0,0,0,0.05,0.0,0.15,0.65,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
183022,53059830,530179958,MORSE,ELIJAH,H,MA,M,R,12.0,voting,18941220,1841-05-25,1841,1894,53,0.0,1,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
3536,54059720,540006827,MCCLURE,ADDISON,H,OH,M,R,17.0,voting,18960115,1839-10-10,1839,1896,57,0.0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
11403,54060310,540019985,WILLIS,JONATHAN,H,DE,M,R,0.0,voting,18960213,1830-04-05,1830,1896,66,0.0,0,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.2,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
27634,54060030,540045434,ROBINSON,JOHN,H,PA,M,R,6.0,voting,18960326,1846-05-23,1846,1896,50,0.0,0,0,2,3,0,1,0,4,0,0,0,0,0,0,0,0.0,0.0,0.2,0.3,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
47531,54061821,540076634,BATE,WILLIAM,S,TN,M,D,,voting,18960513,1826-10-07,1826,1896,70,0.0,1,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0.1,0.0,0.1,0.4,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
72362,54065341,540116505,DANIEL,JOHN,S,VA,M,D,,voting,18970125,1842-09-05,1842,1897,55,0.0,0,0,7,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
1647,55061540,550002608,TODD,ALBERT,H,MI,M,D,3.0,voting,18970325,1850-06-03,1850,1897,47,0.0,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
22751,55062900,550037262,BROMWELL,JACOB,H,OH,M,R,2.0,voting,18970708,1848-05-11,1848,1897,49,0.0,1,0,2,6,1,10,0,0,0,0,0,0,0,0,0,0.05,0.0,0.1,0.3,0.05,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
29356,55072100,550048653,LLOYD,JAMES,H,MO,M,D,1.0,voting,18980106,1857-08-28,1857,1898,41,0.0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
49214,55060850,550078888,HANDY,LEVIN,H,DE,M,D,0.0,voting,18980304,1861-12-24,1861,1898,37,0.0,0,1,5,2,0,0,0,2,0,0,0,0,0,0,0,0.0,0.1,0.5,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
60877,55061821,550095683,BATE,WILLIAM,S,TN,M,D,,voting,18980407,1826-10-07,1826,1898,72,0.0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
115577,55068600,550174136,TAWNEY,JAMES,H,MN,M,R,1.0,voting,18990211,1855-01-03,1855,1899,44,0.0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
4507,56064420,560007195,GILL,JOSEPH,H,OH,M,R,16.0,voting,19000120,1846-09-21,1846,1900,54,0.0,1,1,2,4,0,1,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
5543,56063200,560008683,GREEN,HENRY,H,PA,M,D,9.0,voting,19000125,1857-05-03,1857,1900,43,0.0,0,1,6,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.1,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
23745,56062070,560037085,EPES,SYDNEY,H,VA,M,D,4.0,voting,19000324,1865-08-20,1865,1900,35,0.0,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
31898,56064700,560050140,MIERS,ROBERT,H,IN,M,D,2.0,voting,19000414,1848-01-27,1848,1900,52,0.0,2,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0.2,0.0,0.3,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
125751,56067350,560050146,ALEXANDER,DE,H,NY,M,R,33.0,voting,19000414,1846-07-17,1846,1900,54,0.0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
57193,56060191,560086853,THURSTON,JOHN,S,NE,M,R,,voting,19000602,1847-08-21,1847,1900,53,0.0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
58611,56065301,560089250,CARTER,THOMAS,S,MT,M,R,,voting,19000605,1854-10-30,1854,1900,46,0.0,0,0,2,6,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.2,0.6,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
110719,56063521,560108060,MORGAN,JOHN,S,AL,M,D,,voting,19010112,1824-06-20,1824,1901,77,0.0,0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.3,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
96485,56071881,560146180,GALLINGER,JACOB,S,NH,M,R,,voting,19010226,1837-03-28,1837,1901,64,0.0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
109417,57062910,570010376,BROSIUS,MARRIOTT,H,PA,M,R,10.0,voting,19020201,1843-03-07,1843,1902,59,0.0,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9638,57070290,570013785,CLAYTON,HENRY,H,AL,M,D,3.0,voting,19020208,1857-02-10,1857,1902,45,0.0,1,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0.1,0.0,0.2,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
9644,57069090,570013792,DRISCOLL,MICHAEL,H,NY,M,R,27.0,voting,19020208,1851-02-09,1851,1902,51,0.0,3,0,2,3,0,0,1,1,0,0,0,0,0,0,0,0.3,0.0,0.2,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
93313,57062941,570055742,BURTON,JOSEPH,S,KS,M,R,,voting,19020507,1852-11-16,1852,1902,50,0.0,0,0,2,0,0,7,0,0,1,0,0,0,0,0,0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,10
87436,57061711,570130241,SIMON,JOSEPH,S,OR,M,R,,voting,19030301,1851-02-07,1851,1903,52,0.0,1,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.1,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
